#
#"Frequency / GHz"	"VSWR1 [Magnitude]"
#-------------------------------------
1.6210000514984	1.3224189012158
1.6239999532700	1.3240419647367
1.6269999742508	1.3255271624895
1.6299999952316	1.3268695664680
1.6330000162125	1.3280648409121
1.6360000371933	1.3291091710351
1.6390000581741	1.3299995191158
1.6419999599457	1.3307331959962
1.6449999809265	1.3313082434027
1.6480000019073	1.3317231314207
1.6510000228882	1.3319769198002
1.6540000438690	1.3320692624225
1.6569999456406	1.3320002123020
1.6599999666214	1.3317702799987
1.6629999876022	1.3313806007176
1.6660000085831	1.3308326988162
1.6690000295639	1.3301285696346
1.6720000505447	1.3292705245429
1.6749999523163	1.3282613814043
1.6779999732971	1.3271042361746
1.6809999942780	1.3258027120605
1.6840000152588	1.3243606260211
1.6870000362396	1.3227821366335
1.6900000572205	1.3210717454971
1.6929999589920	1.3192342603665
1.6959999799728	1.3172745721758
1.6990000009537	1.3151979694841
1.7020000219345	1.3130099056324
1.7050000429153	1.3107159283702
1.7079999446869	1.3083218535282
1.7109999656677	1.3058335366367
1.7139999866486	1.3032570336178
1.7170000076294	1.3005983823514
1.7200000286102	1.2978637855977
1.7230000495911	1.2950594706854
1.7259999513626	1.2921916222447
1.7289999723434	1.2892663957903
1.7319999933243	1.2862900955537
1.7350000143051	1.2832687813263
1.7380000352859	1.2802085349849
1.7410000562668	1.2771153917973
1.7439999580383	1.2739951256098
1.7469999790192	1.2708535735724
1.7500000000000	1.2676962677378
1.7530000209808	1.2645286454208
1.7560000419617	1.2613559612371
1.7589999437332	1.2581832003952
1.7619999647141	1.2550152615366
1.7649999856949	1.2518566735392
1.7680000066757	1.2487116702853
1.7710000276566	1.2455844888613
1.7740000486374	1.2424787637461
1.7769999504089	1.2393980723699
1.7799999713898	1.2363456248589
1.7829999923706	1.2333242609546
1.7860000133514	1.2303365886410
1.7890000343323	1.2273848826067
1.7920000553131	1.2244710167582
1.7949999570847	1.2215965643835
1.7979999780655	1.2187629258595
1.8009999990463	1.2159708905367
1.8040000200272	1.2132211569075
1.8070000410080	1.2105139838132
1.8099999427795	1.2078493609328
1.8129999637604	1.2052269603212
1.8159999847412	1.2026461122423
1.8190000057220	1.2001059354877
1.8220000267029	1.1976052163675
1.8250000476837	1.1951424387695
1.8279999494553	1.1927160081036
1.8309999704361	1.1903239368859
1.8339999914169	1.1879641342536
1.8370000123978	1.1856342511971
1.8400000333786	1.1833318335580
1.8430000543594	1.1810542480088
1.8459999561310	1.1787987557632
1.8489999771118	1.1765625065432
1.8519999980927	1.1743425808629
1.8550000190735	1.1721360384937
1.8580000400543	1.1699398766132
1.8609999418259	1.1677510400197
1.8639999628067	1.1655665559442
1.8669999837875	1.1633834631578
1.8700000047684	1.1611988604397
1.8730000257492	1.1590098739327
1.8760000467300	1.1568137550351
1.8789999485016	1.1546078625669
1.8819999694824	1.1523896651932
1.8849999904633	1.1501567573201
1.8880000114441	1.1479068666831
1.8910000324249	1.1456379430276
1.8940000534058	1.1433479783427
1.8969999551773	1.1410352844899
1.8999999761581	1.1386982451906
1.9029999971390	1.1363354756193
1.9060000181198	1.1339458032905
1.9090000391006	1.1315281638189
1.9119999408722	1.1290818108949
1.9149999618530	1.1266061154157
1.9179999828339	1.1241006649834
1.9210000038147	1.1215652625224
1.9240000247955	1.1189998596039
1.9270000457764	1.1164046660174
1.9299999475479	1.1137800718579
1.9329999685287	1.1111266091508
1.9359999895096	1.1084450559230
